id,Actual,Predicted
920.0,3.0,4.0
1123.0,3.0,4.0
1041.0,5.0,4.0
467.0,4.0,4.0
1398.0,4.0,4.0
5.0,3.0,4.0
1388.0,4.0,4.0
85.0,4.0,4.0
61.0,4.0,4.0
946.0,4.0,4.0
371.0,4.0,4.0
1460.0,4.0,4.0
194.0,5.0,4.0
1208.0,4.0,4.0
872.0,3.0,4.0
171.0,4.0,4.0
704.0,4.0,4.0
17.0,4.0,4.0
91.0,3.0,4.0
1305.0,4.0,4.0
1147.0,5.0,4.0
1155.0,4.0,4.0
92.0,4.0,4.0
831.0,4.0,4.0
989.0,5.0,4.0
323.0,5.0,4.0
105.0,4.0,4.0
1298.0,4.0,4.0
127.0,3.0,4.0
1318.0,4.0,4.0
729.0,4.0,4.0
891.0,4.0,4.0
231.0,3.0,4.0
37.0,4.0,4.0
899.0,4.0,4.0
1408.0,4.0,4.0
1192.0,2.0,4.0
606.0,5.0,4.0
221.0,4.0,4.0
615.0,4.0,4.0
1433.0,4.0,4.0
458.0,4.0,4.0
717.0,4.0,4.0
1046.0,4.0,4.0
843.0,4.0,4.0
599.0,4.0,4.0
1379.0,4.0,4.0
496.0,4.0,4.0
11.0,4.0,4.0
1476.0,4.0,4.0
90.0,5.0,4.0
1068.0,2.0,4.0
1493.0,3.0,4.0
364.0,3.0,4.0
1415.0,5.0,4.0
1463.0,4.0,4.0
339.0,4.0,4.0
141.0,4.0,4.0
1451.0,5.0,4.0
1327.0,4.0,4.0
857.0,4.0,4.0
1012.0,4.0,4.0
568.0,5.0,4.0
174.0,4.0,4.0
800.0,5.0,4.0
1395.0,4.0,4.0
347.0,4.0,4.0
345.0,4.0,4.0
1090.0,4.0,4.0
712.0,4.0,4.0
725.0,4.0,4.0
577.0,5.0,4.0
1490.0,4.0,4.0
1369.0,4.0,4.0
976.0,4.0,4.0
138.0,4.0,4.0
1003.0,4.0,4.0
454.0,3.0,4.0
441.0,4.0,4.0
52.0,4.0,4.0
1513.0,5.0,4.0
531.0,3.0,4.0
1254.0,3.0,4.0
710.0,4.0,4.0
463.0,3.0,4.0
158.0,4.0,4.0
508.0,4.0,4.0
160.0,4.0,4.0
1140.0,4.0,4.0
87.0,4.0,4.0
760.0,5.0,4.0
386.0,5.0,4.0
1075.0,4.0,4.0
1374.0,3.0,4.0
129.0,3.0,4.0
519.0,4.0,4.0
759.0,4.0,4.0
241.0,4.0,4.0
1406.0,3.0,4.0
362.0,4.0,4.0
532.0,4.0,4.0
378.0,4.0,4.0
918.0,4.0,4.0
713.0,4.0,4.0
151.0,5.0,4.0
868.0,3.0,4.0
1120.0,4.0,4.0
1084.0,4.0,4.0
120.0,4.0,4.0
1231.0,5.0,4.0
503.0,5.0,4.0
1188.0,4.0,4.0
915.0,4.0,4.0
916.0,4.0,4.0
13.0,3.0,4.0
1448.0,4.0,4.0
1498.0,3.0,4.0
970.0,4.0,4.0
1316.0,4.0,4.0
416.0,4.0,4.0
116.0,4.0,4.0
771.0,5.0,4.0
721.0,4.0,4.0
76.0,5.0,4.0
14.0,4.0,4.0
1255.0,4.0,4.0
480.0,4.0,4.0
896.0,3.0,4.0
897.0,4.0,4.0
855.0,4.0,4.0
1417.0,4.0,4.0
1113.0,4.0,4.0
456.0,4.0,4.0
432.0,5.0,4.0
1184.0,3.0,4.0
193.0,4.0,4.0
1535.0,4.0,4.0
681.0,5.0,4.0
1441.0,4.0,4.0
1004.0,4.0,4.0
750.0,5.0,4.0
749.0,3.0,4.0
775.0,4.0,4.0
327.0,4.0,4.0
1544.0,4.0,4.0
1524.0,4.0,4.0
751.0,4.0,4.0
869.0,3.0,4.0
644.0,4.0,4.0
1195.0,4.0,4.0
1205.0,4.0,4.0
1294.0,4.0,4.0
443.0,3.0,4.0
389.0,4.0,4.0
192.0,4.0,4.0
663.0,4.0,4.0
1410.0,5.0,4.0
1405.0,4.0,4.0
109.0,3.0,4.0
1209.0,4.0,4.0
745.0,4.0,4.0
720.0,4.0,4.0
1225.0,4.0,4.0
3.0,5.0,4.0
395.0,4.0,4.0
692.0,4.0,4.0
1551.0,4.0,4.0
595.0,3.0,4.0
898.0,4.0,4.0
1456.0,4.0,4.0
1245.0,4.0,4.0
303.0,4.0,4.0
661.0,5.0,4.0
419.0,4.0,4.0
165.0,3.0,4.0
604.0,4.0,4.0
735.0,5.0,4.0
1502.0,4.0,4.0
573.0,4.0,4.0
424.0,5.0,4.0
1488.0,4.0,4.0
1252.0,4.0,4.0
935.0,4.0,4.0
641.0,3.0,4.0
455.0,4.0,4.0
1366.0,5.0,4.0
9.0,4.0,4.0
1540.0,4.0,4.0
1562.0,4.0,4.0
60.0,5.0,4.0
689.0,4.0,4.0
1370.0,4.0,4.0
1099.0,5.0,4.0
1213.0,4.0,4.0
1146.0,4.0,4.0
887.0,3.0,4.0
1118.0,3.0,4.0
737.0,5.0,4.0
176.0,4.0,4.0
486.0,5.0,4.0
1533.0,4.0,4.0
1325.0,3.0,4.0
1449.0,4.0,4.0
121.0,5.0,4.0
922.0,4.0,4.0
442.0,4.0,4.0
861.0,4.0,4.0
1399.0,4.0,4.0
1506.0,4.0,4.0
685.0,4.0,4.0
656.0,4.0,4.0
836.0,4.0,4.0
1383.0,4.0,4.0
675.0,4.0,4.0
69.0,4.0,4.0
828.0,4.0,4.0
906.0,4.0,4.0
82.0,5.0,4.0
44.0,4.0,4.0
