id,Actual,Predicted
429.0,4.0,4.0
232.0,4.0,4.0
739.0,4.0,4.0
980.0,3.0,3.0
1239.0,4.0,4.0
1477.0,5.0,4.0
1440.0,5.0,5.0
971.0,4.0,4.0
340.0,4.0,4.0
1539.0,4.0,4.0
690.0,4.0,5.0
619.0,5.0,4.0
1006.0,4.0,4.0
383.0,5.0,4.0
1246.0,4.0,4.0
862.0,4.0,4.0
794.0,3.0,4.0
314.0,4.0,4.0
1501.0,4.0,4.0
240.0,5.0,4.0
778.0,4.0,4.0
1377.0,4.0,4.0
118.0,6.0,3.0
1108.0,3.0,4.0
285.0,4.0,4.0
1262.0,4.0,4.0
1023.0,4.0,4.0
237.0,4.0,4.0
1435.0,4.0,4.0
683.0,4.0,4.0
885.0,4.0,4.0
1059.0,4.0,4.0
667.0,4.0,4.0
374.0,3.0,4.0
1532.0,4.0,4.0
653.0,5.0,4.0
376.0,5.0,5.0
57.0,4.0,5.0
584.0,4.0,4.0
1378.0,4.0,4.0
97.0,3.0,4.0
245.0,4.0,4.0
948.0,5.0,4.0
1177.0,4.0,4.0
229.0,4.0,4.0
1266.0,5.0,4.0
974.0,4.0,4.0
1172.0,4.0,4.0
1009.0,3.0,4.0
506.0,3.0,4.0
1358.0,5.0,4.0
350.0,4.0,4.0
1064.0,4.0,4.0
559.0,4.0,4.0
1109.0,3.0,4.0
238.0,4.0,4.0
605.0,4.0,4.0
1282.0,4.0,4.0
459.0,4.0,4.0
1507.0,5.0,4.0
218.0,4.0,4.0
1187.0,4.0,4.0
1542.0,4.0,4.0
545.0,3.0,4.0
344.0,4.0,4.0
1412.0,4.0,4.0
95.0,3.0,4.0
500.0,4.0,4.0
1249.0,4.0,4.0
77.0,4.0,4.0
228.0,4.0,4.0
247.0,4.0,4.0
201.0,4.0,4.0
