price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_title,merchant_name,merchant_info_subtitle,merchant_rating_count,merchant_rating,merchant_id,merchant_has_profile_picture,merchant_profile_picture,theme,crawl_month,id
1.0,0.2446737928332327,,0.12230798129887303,-0.107889083554865,0.11211017915469182,0.19034759124117748,-0.020699189433464823,0.0313765959229428,-0.03210458715262136,-0.024445899648852614,0.07654377267003222,-0.036441343277197814,-0.20711045072015882,0.35701991486736256,0.05899271141636009,0.6743152935261851,0.041048510086671035,-0.04386626446779561,0.028097974391046273,,-0.03545018243454572,0.04084726360818587,-0.005619511169967788,0.003395954811589281,-0.011022562768248126,0.030215364247331945,0.02180969149480233,-0.016655038350593756,0.0022978894607149965,-0.023422611332210717,,,0.029687214599562545
0.2446737928332327,1.0,,-0.017780824701295335,-0.008645743582214694,0.09676248177675663,0.032886535485605835,0.02622439318814415,0.030891475513045087,-0.002358703891473738,0.05118779325316215,0.06724978547797489,-0.03651138949241282,-0.17025509604942785,0.16128710597313373,0.018323522830130785,0.3156410768282849,0.00023915015185860003,0.0949333374262619,-0.009364371098821158,,-0.022756133588479506,0.062232697890232475,0.017063947535029524,0.042763964284787355,0.033338056252623545,0.016877677565550385,0.05274171121352602,-0.01995078529377157,0.016376628474338427,-0.026291321699182527,,,-0.01352417717639566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12230798129887303,-0.017780824701295335,,1.0,0.043771288811746606,-0.021649866807001625,0.8993963394860219,0.0950099040944377,0.031241915168388888,0.11016614238682447,-0.014928609989646688,0.0806763553319088,-0.05355137834633371,-0.23848154413009956,0.23705636888749093,-0.0009778866396585315,0.013927252981504247,-0.023735176429405244,0.0061137826737982645,-0.0075599535094929724,,0.0360902314633017,-0.08227771653071683,-0.10663835173089821,-0.028742012963329983,0.13335961922746234,0.47213796260506735,0.20981243017763415,-0.3298647004098045,0.1769863583653991,-0.18659292007817144,,,0.023725205658395317
-0.107889083554865,-0.008645743582214694,,0.043771288811746606,1.0,-0.047358797614808434,-0.03448458503456196,0.020952588578582686,0.05271936461790842,-0.008983904767367856,0.023487043178377028,0.051544819605947326,-0.026901460645777833,0.01813894018257086,-0.09132580975703514,-0.033729990465856376,-0.05490981844628683,-0.010481754603200525,0.030903857512397888,0.028735182025202886,,0.034658131783711826,0.043010290952374644,0.006248743240987537,-0.014247165185345181,0.0357993123252315,-0.013916169635006283,0.05098511399880486,0.023610572962977774,0.0025418845765043325,0.016856313707503325,,,0.011652823076223723
0.11211017915469182,0.09676248177675663,,-0.021649866807001625,-0.047358797614808434,1.0,0.04884841242790383,0.23400123483301302,0.009850133424874844,0.2737488188084078,0.0420285032318764,0.016504655970153066,-0.08024903055420325,-0.06921720286515401,0.04771508603455306,0.041658684665327426,0.19589198984438935,0.059140848524171535,0.026112584210639844,-0.11095565677384843,,-0.0003305899156365688,-0.07378224064054184,-0.03203817461583924,0.03127969525913604,0.12191555239063209,0.009588529846176525,0.18916475152849652,0.007488208247979709,0.02548069136848504,-0.04971190758408525,,,0.05976508477904224
0.19034759124117748,0.032886535485605835,,0.8993963394860219,-0.03448458503456196,0.04884841242790383,1.0,0.10984966022173212,0.047950150155387054,0.12447480553880276,-0.0248518402179272,0.06367475332284094,-0.08926730673028671,-0.24978742897286418,0.24345410617112453,-0.01972400550399531,0.08613889629992544,-0.02684230063303989,0.004862837152700751,0.0005864013394781004,,0.045726039516716416,-0.08510888750315175,-0.11953706330210238,-0.015791928270661372,0.1434397225842187,0.48405746125001187,0.23653771910064053,-0.34909657194048255,0.15162012511057693,-0.17825059093438606,,,0.004616287551865924
-0.020699189433464823,0.02622439318814415,,0.0950099040944377,0.020952588578582686,0.23400123483301302,0.10984966022173212,1.0,0.5470277215797994,0.8230062443148489,0.42419037336054455,0.04141166354674662,-0.0462072745440213,-0.08704995667878983,0.06335559039458576,-0.06608489627367807,0.10160959406892674,0.2839060455927384,0.025851066596993415,-0.12061990919926162,,-0.009922636743896221,-0.01917418890791574,-0.03668730801442473,0.039768555171135984,0.160237455449016,0.07309313364122023,0.23977476800428915,-0.07345123805697029,0.04039211082847945,-0.04343158193763983,,,0.038653931114216465
0.0313765959229428,0.030891475513045087,,0.031241915168388888,0.05271936461790842,0.009850133424874844,0.047950150155387054,0.5470277215797994,1.0,0.07847788984390786,0.29205099173830956,0.06376419986383007,0.029810325251935436,-0.0275707556902961,0.0026294443194216904,-0.028044035550890165,0.11029414606588846,0.2474437127502866,0.03280511364740977,0.008570863196301765,,-0.004231552226816461,-0.022260697660384427,-0.05712900616279411,-0.016480659003442262,0.059896303172614476,0.012284348233396941,0.1384852863691089,-0.03867653236414806,-0.023229405133877834,0.03777401572644618,,,0.0264838238825299
-0.03210458715262136,-0.002358703891473738,,0.11016614238682447,-0.008983904767367856,0.2737488188084078,0.12447480553880276,0.8230062443148489,0.07847788984390786,1.0,-0.0024850453625383405,0.011277924389607542,-0.0546884793706296,-0.08320238058707835,0.10224755617765977,-0.05323037139001124,0.022693321769850696,0.04750058866658761,0.0010745757892982695,-0.09986664361999946,,-0.009110876268354466,-0.00627590009291703,-0.01074130712039517,0.06702445882730709,0.16809276562915282,0.0924634063946764,0.20951088570178142,-0.06962536005464684,0.044396973257123,-0.04635219368120159,,,0.028398243266181258
