id,Actual,Predicted
878.0,4.0,4.0
954.0,4.0,4.0
581.0,3.0,4.0
1293.0,4.0,4.0
1220.0,3.0,3.0
563.0,4.0,4.0
182.0,4.0,4.0
1141.0,4.0,4.0
960.0,3.0,2.0
643.0,4.0,4.0
795.0,4.0,4.0
1572.0,3.0,4.0
422.0,3.0,4.0
731.0,4.0,4.0
649.0,4.0,4.0
1527.0,4.0,2.0
701.0,4.0,4.0
691.0,4.0,4.0
501.0,4.0,4.0
1426.0,5.0,5.0
996.0,4.0,4.0
1175.0,3.0,4.0
726.0,4.0,4.0
1503.0,5.0,4.0
135.0,3.0,4.0
62.0,4.0,4.0
955.0,5.0,4.0
952.0,4.0,4.0
1560.0,4.0,4.0
755.0,4.0,4.0
719.0,4.0,4.0
265.0,4.0,4.0
1429.0,5.0,4.0
209.0,4.0,4.0
832.0,4.0,4.0
181.0,4.0,4.0
647.0,3.0,3.0
825.0,5.0,5.0
331.0,4.0,4.0
796.0,4.0,4.0
1104.0,4.0,4.0
21.0,4.0,4.0
1181.0,5.0,4.0
1134.0,5.0,4.0
162.0,5.0,5.0
1102.0,4.0,4.0
835.0,5.0,5.0
1152.0,4.0,4.0
997.0,5.0,5.0
1029.0,5.0,4.0
693.0,4.0,4.0
652.0,5.0,4.0
928.0,4.0,4.0
638.0,3.0,4.0
670.0,3.0,4.0
1495.0,3.0,4.0
1066.0,4.0,4.0
1475.0,4.0,4.0
72.0,3.0,4.0
840.0,4.0,4.0
1005.0,4.0,4.0
552.0,3.0,4.0
1461.0,5.0,5.0
15.0,4.0,4.0
620.0,4.0,4.0
354.0,4.0,4.0
139.0,3.0,3.0
40.0,4.0,4.0
1092.0,3.0,4.0
1302.0,4.0,4.0
288.0,5.0,4.0
723.0,4.0,4.0
377.0,5.0,5.0
