id,Actual,Predicted
185.0,4.0,4.0
734.0,4.0,4.0
995.0,4.0,4.0
170.0,4.0,4.0
1556.0,4.0,4.0
322.0,3.0,4.0
1268.0,4.0,4.0
215.0,5.0,4.0
1510.0,5.0,4.0
763.0,5.0,5.0
1216.0,5.0,4.0
680.0,4.0,4.0
818.0,5.0,4.0
1024.0,4.0,4.0
110.0,4.0,4.0
475.0,4.0,4.0
854.0,4.0,4.0
220.0,5.0,4.0
1360.0,4.0,4.0
1309.0,4.0,4.0
510.0,5.0,4.0
1299.0,4.0,4.0
1037.0,5.0,5.0
1212.0,3.0,4.0
684.0,4.0,4.0
929.0,4.0,4.0
806.0,4.0,4.0
636.0,4.0,4.0
805.0,4.0,4.0
927.0,5.0,5.0
1088.0,4.0,4.0
593.0,5.0,5.0
992.0,5.0,4.0
191.0,2.0,2.0
177.0,2.0,2.0
1157.0,3.0,4.0
451.0,5.0,5.0
987.0,4.0,4.0
71.0,4.0,4.0
1132.0,5.0,5.0
1020.0,4.0,4.0
1013.0,4.0,4.0
1185.0,5.0,5.0
1402.0,4.0,4.0
1163.0,4.0,4.0
799.0,5.0,5.0
107.0,4.0,4.0
392.0,4.0,4.0
767.0,4.0,4.0
942.0,4.0,4.0
834.0,5.0,4.0
1097.0,4.0,4.0
520.0,4.0,4.0
1270.0,4.0,4.0
211.0,4.0,4.0
1521.0,3.0,4.0
269.0,4.0,4.0
208.0,4.0,4.0
753.0,4.0,4.0
1149.0,4.0,4.0
1442.0,4.0,4.0
1106.0,4.0,4.0
289.0,4.0,4.0
1453.0,4.0,4.0
514.0,4.0,4.0
824.0,4.0,4.0
1071.0,4.0,4.0
621.0,4.0,4.0
1485.0,4.0,4.0
65.0,5.0,5.0
1176.0,3.0,3.0
282.0,4.0,4.0
99.0,4.0,4.0
