id,Actual,Predicted
205.0,4.0,4.0
968.0,4.0,4.0
131.0,3.0,4.0
485.0,5.0,5.0
634.0,4.0,4.0
328.0,4.0,4.0
558.0,5.0,4.0
908.0,4.0,4.0
1386.0,4.0,4.0
1062.0,5.0,4.0
810.0,4.0,4.0
1015.0,4.0,4.0
300.0,5.0,4.0
1307.0,5.0,3.0
1054.0,4.0,4.0
20.0,4.0,4.0
1243.0,3.0,4.0
1480.0,4.0,4.0
1320.0,4.0,4.0
1061.0,5.0,4.0
167.0,4.0,4.0
733.0,4.0,4.0
379.0,3.0,3.0
1329.0,4.0,4.0
678.0,4.0,4.0
1487.0,2.0,5.0
586.0,4.0,4.0
1235.0,5.0,4.0
758.0,5.0,5.0
664.0,4.0,4.0
169.0,3.0,4.0
306.0,3.0,3.0
877.0,4.0,4.0
1202.0,4.0,4.0
923.0,4.0,4.0
1116.0,4.0,4.0
142.0,4.0,4.0
1022.0,4.0,4.0
358.0,4.0,4.0
1278.0,4.0,4.0
33.0,3.0,3.0
1193.0,4.0,4.0
1531.0,5.0,5.0
1414.0,4.0,4.0
1131.0,3.0,4.0
1151.0,3.0,4.0
7.0,3.0,4.0
1053.0,4.0,4.0
1189.0,4.0,4.0
625.0,3.0,4.0
688.0,4.0,4.0
216.0,4.0,4.0
912.0,4.0,4.0
1128.0,4.0,4.0
436.0,5.0,5.0
697.0,4.0,4.0
1214.0,3.0,4.0
528.0,3.0,3.0
51.0,4.0,4.0
206.0,4.0,4.0
1223.0,5.0,4.0
687.0,4.0,4.0
966.0,4.0,4.0
253.0,4.0,4.0
1124.0,5.0,4.0
1291.0,4.0,4.0
779.0,4.0,4.0
679.0,5.0,4.0
1047.0,3.0,4.0
886.0,4.0,4.0
108.0,4.0,4.0
1156.0,4.0,4.0
1275.0,4.0,4.0
