id,Actual,Predicted
692.0,3.0,4.0
1551.0,4.0,4.0
595.0,4.0,5.0
898.0,4.0,4.0
1456.0,4.0,4.0
1245.0,4.0,4.0
303.0,4.0,4.0
661.0,4.0,4.0
419.0,3.0,5.0
165.0,4.0,4.0
604.0,4.0,4.0
735.0,3.0,3.0
1502.0,4.0,4.0
573.0,4.0,4.0
424.0,4.0,4.0
1488.0,4.0,4.0
1252.0,4.0,4.0
935.0,4.0,4.0
641.0,4.0,4.0
455.0,4.0,4.0
1366.0,4.0,4.0
9.0,4.0,4.0
1540.0,5.0,4.0
1562.0,3.0,3.0
60.0,4.0,4.0
689.0,4.0,4.0
1370.0,4.0,4.0
1099.0,4.0,4.0
1213.0,4.0,4.0
1146.0,4.0,3.0
887.0,4.0,4.0
1118.0,4.0,4.0
737.0,5.0,5.0
176.0,4.0,4.0
486.0,4.0,4.0
1533.0,3.0,5.0
1325.0,3.0,4.0
1449.0,4.0,4.0
121.0,5.0,5.0
922.0,4.0,4.0
442.0,4.0,4.0
861.0,3.0,4.0
1399.0,4.0,4.0
1506.0,4.0,4.0
685.0,3.0,3.0
656.0,4.0,4.0
836.0,4.0,4.0
1383.0,4.0,4.0
675.0,5.0,5.0
69.0,4.0,4.0
828.0,4.0,4.0
906.0,4.0,3.0
82.0,3.0,3.0
44.0,5.0,4.0
205.0,4.0,4.0
968.0,5.0,4.0
131.0,5.0,4.0
485.0,4.0,4.0
634.0,4.0,4.0
328.0,5.0,5.0
558.0,4.0,4.0
908.0,4.0,4.0
1386.0,4.0,4.0
1062.0,5.0,4.0
810.0,4.0,4.0
1015.0,3.0,4.0
300.0,4.0,4.0
1307.0,4.0,4.0
1054.0,4.0,4.0
20.0,4.0,4.0
1243.0,4.0,4.0
1480.0,4.0,4.0
1320.0,5.0,4.0
1061.0,5.0,5.0
167.0,4.0,4.0
733.0,4.0,4.0
379.0,2.0,3.0
1329.0,4.0,4.0
678.0,5.0,5.0
1487.0,5.0,5.0
586.0,4.0,5.0
1235.0,5.0,4.0
758.0,5.0,4.0
664.0,4.0,4.0
169.0,4.0,5.0
306.0,3.0,3.0
877.0,4.0,4.0
1202.0,4.0,4.0
923.0,4.0,4.0
1116.0,5.0,4.0
142.0,3.0,3.0
1022.0,5.0,5.0
358.0,4.0,4.0
1278.0,4.0,4.0
33.0,4.0,4.0
1193.0,4.0,4.0
1531.0,4.0,4.0
1414.0,5.0,5.0
1131.0,4.0,3.0
1151.0,4.0,4.0
7.0,4.0,4.0
1053.0,4.0,4.0
1189.0,4.0,4.0
625.0,4.0,4.0
688.0,4.0,5.0
216.0,5.0,4.0
912.0,4.0,4.0
1128.0,4.0,4.0
436.0,4.0,4.0
697.0,4.0,3.0
1214.0,4.0,4.0
528.0,3.0,3.0
51.0,4.0,4.0
206.0,4.0,4.0
1223.0,4.0,4.0
687.0,5.0,5.0
966.0,5.0,4.0
253.0,3.0,4.0
1124.0,4.0,4.0
1291.0,3.0,4.0
779.0,4.0,4.0
679.0,5.0,4.0
1047.0,3.0,3.0
886.0,4.0,3.0
108.0,5.0,5.0
1156.0,4.0,4.0
1275.0,3.0,4.0
429.0,4.0,4.0
232.0,4.0,4.0
739.0,4.0,4.0
980.0,3.0,4.0
1239.0,4.0,4.0
1477.0,5.0,5.0
1440.0,5.0,5.0
971.0,4.0,4.0
340.0,4.0,4.0
1539.0,4.0,4.0
